"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg26381918",0.910498092850395,-1.25193829552209,10.9842025802326,5.17927787314869e-22,1.15806258594958e-17,39.3429945204019,"chr2",99225517,"-","C2orf64;UNC50","TSS1500;5'UTR","S_Shore",2,99.225517
"cg21926875",0.994097252882165,-0.762389430022605,10.9831922698309,5.21472520784009e-22,1.16124865566389e-17,39.3363258536737,"chr2",47596410,"-","EPCAM;EPCAM","5'UTR;1stExon","N_Shore",2,47.59641
"cg17241999",0.880788584700458,-1.96211547032281,10.9799502933706,5.33011381913667e-22,1.1821386942896e-17,39.3149276718942,"chr3",171758173,"+","FNDC3B;FNDC3B","5'UTR;TSS200","Island",3,171.758173
"cg06524757",0.52135219445877,0.0511867348226909,10.979234973571,5.35591444450976e-22,1.18307112146271e-17,39.3102064842176,"chr13",72441523,"-","DACH1;DACH1;DACH1","TSS200;TSS200;TSS200","S_Shore",13,72.441523
"cg21045608",1.05827610601843,-2.12863494367073,10.9714692540173,5.64415694772564e-22,1.23676724969507e-17,39.2589559534174,"chr11",8615456,"-","STK33;STK33","1stExon;5'UTR","Island",11,8.615456
"cg14811102",0.623946601182156,0.375019640781051,10.9678998427812,5.78178339064844e-22,1.2529784257887e-17,39.2354018141382,"chr15",53077010,"+","ONECUT1","Body","Island",15,53.07701
"cg11727383",0.58054957435082,-1.27462689132333,10.9603050040544,6.08585567035267e-22,1.29723132882176e-17,39.1852895829966,"chr10",102988389,"+","LBX1;FLJ41350","1stExon;TSS1500","Island",10,102.988389
"cg20128928",0.515414464885204,-0.0190561930146987,10.9592035146098,6.13126035389129e-22,1.30184402886862e-17,39.1780223342142,"chr4",104640560,"-","TACR3","1stExon","Island",4,104.64056
"cg08831002",0.625175259325835,0.289994835994526,10.9396280281599,6.99693781445589e-22,1.45291864731293e-17,39.0488952213698,"chr7",20826153,"-","SP8;SP8","5'UTR;Body","S_Shore",7,20.826153
"cg24139093",0.41249910541432,-0.528853185825269,10.9386181567557,7.04476432980335e-22,1.45303803298975e-17,39.0422350379037,"chr15",97491245,"+","","","OpenSea",15,97.491245
"cg21565150",0.834886512575545,-2.07241628010057,10.9217360827187,7.89431963135633e-22,1.59578478103186e-17,38.9309154035724,"chr10",90751097,"-","FAS;FAS;FAS;FAS;FAS;ACTA2;ACTA2;FAS;FAS","Body;Body;Body;Body;Body;5'UTR;1stExon;Body;Body","Island",10,90.751097
"cg06003986",0.630667284744163,-1.36651921760217,10.9183762428589,8.07521147858971e-22,1.62039226347019e-17,38.9087650660321,"chr18",35104868,"+","BRUNOL4;BRUNOL4;BRUNOL4;BRUNOL4","Body;Body;Body;Body","Island",18,35.104868
"cg23509641",0.426994450093479,-1.33620609111552,10.9186096822075,8.06251070904182e-22,1.62039226347019e-17,38.9103040099141,"chr20",30583001,"-","XKR7","Body","Island",20,30.583001
"cg03203603",0.75426342023066,-2.28755024525727,10.9031513985835,8.94811360209935e-22,1.76962246666826e-17,38.8084105661924,"chr17",57697279,"+","CLTC;CLTC","1stExon;5'UTR","Island",17,57.697279
"cg00647220",0.445407092254424,-2.07938314140522,10.9021518404625,9.00860797481279e-22,1.77517754484664e-17,38.8018230164144,"chr16",14013937,"+","ERCC4","TSS200","Island",16,14.013937
"cg03549244",0.471340306567761,-2.30983717986398,10.8998172337239,9.15149427710002e-22,1.79687022588922e-17,38.7864373771186,"chr3",9439759,"+","SETD5;LOC440944","5'UTR;TSS1500","Island",3,9.439759
"cg10922530",0.623869193602221,-1.50948585151099,10.8992074213476,9.18918776120177e-22,1.79782740989788e-17,38.7824186766892,"chr12",124457083,"+","CCDC92;CCDC92;ZNF664","5'UTR;1stExon;TSS1500","Island",12,124.457083
"cg01693063",0.61075989388482,-1.53634876021655,10.8960175596413,9.38889566308457e-22,1.83036244423782e-17,38.7613980713159,"chr12",3600019,"-","PRMT8","TSS1500","Island",12,3.600019
"cg08081805",0.67952671210572,-1.17180001074369,10.8813074117213,1.03673244788291e-21,2.00682341303166e-17,38.6644777991687,"chr19",49242953,"-","RASIP1","Body","Island",19,49.242953
"cg26672739",1.04270342377624,-1.05326865325803,10.8729262373516,1.09695888206392e-21,2.1159281297142e-17,38.6092695135892,"chr14",77843588,"-","C14orf174;TMED8","TSS200;TSS200","Island",14,77.843588
"cg15134120",0.460921717594489,-2.55153849411815,10.8683561591548,1.13125598199137e-21,2.15927469552813e-17,38.5791694316806,"chr12",70637731,"+","CNOT2","5'UTR","Island",12,70.637731
"cg20777956",0.726334912698972,-1.97857699632354,10.8671901026182,1.14017678236689e-21,2.16874558828769e-17,38.5714898230947,"chr18",60987812,"-","BCL2;BCL2","TSS1500;TSS1500","Island",18,60.987812
"cg23413193",0.643726775387031,-1.01740697146267,10.8643257365652,1.16238923419387e-21,2.19574794197413e-17,38.5526259568779,"chr5",127420015,"-","SLC12A2;FLJ33630","1stExon;TSS1500","Island",5,127.420015
"cg20875298",0.800267303958362,-1.03452758499557,10.8583710713545,1.20995656744183e-21,2.26956837938874e-17,38.5134137173814,"chr12",105724534,"+","C12orf75;C12orf75","1stExon;5'UTR","Island",12,105.724534
"cg23079217",0.606553496723974,-1.3369542005028,10.8578882569493,1.21389742201758e-21,2.26956837938874e-17,38.5102345249723,"chr12",79257730,"+","SYT1;SYT1","TSS200;TSS1500","OpenSea",12,79.25773
"cg10185478",0.650473255401138,-1.41044181738589,10.8553703031039,1.23465795714175e-21,2.30053175627608e-17,38.4936550251153,"chr16",15767006,"+","NDE1;NDE1","Body;Body","OpenSea",16,15.767006
"cg12755298",0.496344609497105,-1.34207774158071,10.8495175075137,1.28429227410855e-21,2.36884325127016e-17,38.4551204225192,"chr8",65711067,"-","CYP7B1","1stExon","Island",8,65.711067
"cg01529637",0.462894955291044,-2.50029370817991,10.8478080199728,1.29916137215402e-21,2.38315691370165e-17,38.4438660634002,"chr20",50721911,"+","ZFP64","Body","Island",20,50.721911
"cg04319218",0.576503293561339,-1.85929286553687,10.8476261591559,1.30075326135502e-21,2.38315691370165e-17,38.4426688108302,"chr19",11307663,"+","KANK2","5'UTR","Island",19,11.307663
"cg11899374",0.434763637551289,-2.54827176327819,10.8459802460614,1.31524923534725e-21,2.39370411117717e-17,38.4318333940096,"chr8",17434251,"-","PDGFRL","TSS1500","N_Shore",8,17.434251
"cg01756381",0.638543216003469,-1.94138873098533,10.8445892629954,1.32762548177451e-21,2.40822765757846e-17,38.4226765165681,"chr4",11430693,"+","HS3ST1","TSS200","Island",4,11.430693
"cg21784383",0.423378292349488,-1.05423640870746,10.8423357342964,1.34792312384509e-21,2.42099664571744e-17,38.4078420190412,"chr1",217311172,"+","ESRRG","TSS200","Island",1,217.311172
"cg27610486",0.53966944908766,-1.06294397686637,10.8360987095259,1.40572791935045e-21,2.51656844845362e-17,38.3667885067008,"chr10",135050842,"+","VENTX","TSS1500","Island",10,135.050842
"cg00218620",0.447695397649386,-1.75576384916129,10.8344712236077,1.42121383987345e-21,2.53600412634884e-17,38.3560768695088,"chr2",219866460,"+","MIR375","TSS200","Island",2,219.86646
"cg04166042",0.475204440152519,-1.3158810019979,10.8313370323285,1.45151721383582e-21,2.57331300274451e-17,38.3354495238491,"chr1",50896246,"+","","","S_Shelf",1,50.896246
"cg06411724",0.596084189706835,-2.13738955598741,10.8286092276446,1.47841520571249e-21,2.60414363687363e-17,38.3174978263448,"chr7",15725477,"+","MEOX2","Body","OpenSea",7,15.725477
"cg21685808",0.437259245665443,-1.70107688378793,10.8241590236744,1.52336800616539e-21,2.66617956870148e-17,38.2882131270512,"chr6",45982421,"-","CLIC5;CLIC5","Body;Body","N_Shore",6,45.982421
"cg25667490",0.707306591924605,-1.92255004318598,10.8235168216334,1.52996662773069e-21,2.66920059593245e-17,38.2839873145037,"chr4",72052924,"+","SLC4A4;SLC4A4","TSS200;TSS200","Island",4,72.052924
"cg05902063",0.713303682546074,-1.74762539836083,10.8183305233967,1.58431081528046e-21,2.7552355693841e-17,38.2498624873144,"chr12",96794315,"-","CDK17;CDK17","TSS200;TSS200","Island",12,96.794315
"cg21161069",0.752808289889962,0.531439846793776,10.816049245784,1.60882041253352e-21,2.78900561483469e-17,38.2348532611342,"chr7",32768311,"-","LOC441208","Body","Island",7,32.768311
"cg23668184",0.79166920903298,-0.995374788976637,10.8131390817211,1.64063610803679e-21,2.83518829085884e-17,38.2157074051411,"chr2",5836713,"+","SOX11;SOX11","3'UTR;1stExon","Island",2,5.836713
"cg26014391",0.537966451074513,-0.561424052788026,10.8028439704719,1.758307422098e-21,3.0100501704229e-17,38.1479853564258,"chr10",60936451,"+","PHYHIPL;PHYHIPL;PHYHIPL","5'UTR;TSS1500;1stExon","Island",10,60.936451
"cg13062406",0.52055456109938,-2.41004147293912,10.8015930563098,1.7731667598679e-21,3.01663393984938e-17,38.1397577126679,"chr11",18813544,"+","PTPN5;PTPN5;PTPN5","TSS200;TSS200;TSS200","Island",11,18.813544
"cg24791380",0.555036492438177,-2.79312067618116,10.7982200245885,1.81386116050238e-21,3.057381151435e-17,38.1175733022802,"chr7",23052972,"-","FAM126A","5'UTR","Island",7,23.052972
"cg07622493",0.455289471507459,-1.54766248212894,10.7949081440363,1.85472356164609e-21,3.11666764397903e-17,38.0957925715204,"chr8",93114294,"-","","","Island",8,93.114294
"cg00760200",0.671497721576201,-1.69648640141118,10.793291382274,1.8750034545539e-21,3.13150939646456e-17,38.0851604019272,"chr1",115053833,"-","TRIM33;TRIM33","TSS200;TSS200","Island",1,115.053833
"cg21157519",0.671688613994199,-2.23786502189475,10.7928399685588,1.88070515014091e-21,3.13150939646456e-17,38.0821918721355,"chr14",53162301,"+","ERO1L;ERO1L","5'UTR;1stExon","Island",14,53.162301
"cg07156182",0.575657270758755,-1.62845164854807,10.7905788251297,1.9095262927908e-21,3.15253167155195e-17,38.0673228402714,"chr3",122513738,"+","DIRC2;HSPBAP1","TSS200;TSS1500","Island",3,122.513738
"cg17014009",0.606397863793374,-1.71948011384366,10.7883440940577,1.9384433808221e-21,3.16983908934886e-17,38.0526281712609,"chr2",152954970,"-","CACNB4;CACNB4;CACNB4","Body;Body;Body","Island",2,152.95497
"cg12698343",0.670185825289668,-1.80134274814874,10.7811636992007,2.03434443784063e-21,3.29781813882428e-17,38.0054174299934,"chr2",158485436,"+","ACVR1C;ACVR1C;ACVR1C","TSS200;TSS200;TSS200","Island",2,158.485436
"cg16079958",0.438594634900288,-1.45127662359478,10.7784448263674,2.07187970767957e-21,3.34806392918854e-17,37.9875427989212,"chr5",71404742,"+","MAP1B","Body","Island",5,71.404742
"cg07485754",0.468853851243582,2.80463269081647,10.7746328793451,2.12567075737223e-21,3.41484127716416e-17,37.9624836824313,"chr7",116511339,"+","CAPZA2","Body","OpenSea",7,116.511339
"cg11070069",0.755351114958438,1.03308716040104,10.7703752113334,2.18739896081527e-21,3.4732641179406e-17,37.9344968057832,"chr6",105389370,"-","","","Island",6,105.38937
"cg05903444",0.454761299889379,-0.113558229566401,10.7690308787413,2.20725802364057e-21,3.49466788303625e-17,37.9256606338946,"chr5",2751041,"-","IRX2;C5orf38;IRX2","Body;TSS1500;Body","Island",5,2.751041
"cg13962212",0.404254373105161,-2.85549462429127,10.7661123983396,2.25099192196225e-21,3.55363947062866e-17,37.9064785848266,"chr6",30325907,"-","","","OpenSea",6,30.325907
"cg20820063",0.744276274600166,-1.77903785537647,10.7507537541223,2.49578265358406e-21,3.90631823431088e-17,37.8055513302189,"chr18",31020627,"+","C18orf34;C18orf34;C18orf34","1stExon;TSS1500;5'UTR","Island",18,31.020627
"cg12356873",0.848947625432266,-1.45062284687907,10.7443411759742,2.60568099202556e-21,4.04366754925554e-17,37.7634215289832,"chr15",67835423,"+","MAP2K5;MAP2K5;MAP2K5;MAP2K5","5'UTR;5'UTR;1stExon;1stExon","Island",15,67.835423
"cg00436663",0.552391411035719,-2.15610461067761,10.7424353260492,2.63926379418675e-21,4.08421354563257e-17,37.7509014368092,"chr22",38793933,"+","LOC400927","Body","Island",22,38.793933
"cg16512661",0.475135922982561,-1.09064083161478,10.7370039592282,2.73735502707563e-21,4.19961344643827e-17,37.7152239342537,"chr5",2743620,"-","","","S_Shelf",5,2.74362
"cg26814276",0.627132839998178,-1.46110732995986,10.7358682570963,2.75832093422477e-21,4.20900314477858e-17,37.7077642625997,"chr4",172734266,"+","GALNTL6","TSS1500","Island",4,172.734266
"cg13690525",0.562750611688819,-2.08328754721412,10.7304151013768,2.86124148222827e-21,4.35392471593868e-17,37.6719486015309,"chr8",110704080,"-","GOLSYN;GOLSYN","TSS200;TSS200","S_Shore",8,110.70408
"cg03416665",0.689482653568429,-0.195763733604957,10.7253317312553,2.960627255791e-21,4.4679264088341e-17,37.6385653665964,"chr4",95373403,"-","PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5","5'UTR;Body;5'UTR;5'UTR;5'UTR","Island",4,95.373403
"cg02947993",0.533903374058463,-2.59614516933473,10.7211718492396,3.04451257694085e-21,4.58189668356606e-17,37.6112494894156,"chr11",27528506,"+","LIN7C;BDNFOS","TSS200;Body","Island",11,27.528506
"cg05488770",0.587511881163149,-1.46813512434637,10.7180642144951,3.10872136603692e-21,4.65296318122374e-17,37.5908447719848,"chr7",103969940,"-","LHFPL3","Body","Island",7,103.96994
"cg17729572",0.433938729819997,-1.44847935400008,10.7107676169365,3.26483635397854e-21,4.82076999625552e-17,37.5429406475946,"chr9",100264124,"+","TMOD1;TMOD1","5'UTR;5'UTR","Island",9,100.264124
"cg01513661",0.486294483739209,-1.77993942903625,10.7084196863088,3.31671509289019e-21,4.87111338257034e-17,37.5275274378296,"chr22",50781987,"+","SAPS2","5'UTR","Island",22,50.781987
"cg16265078",0.896400425293337,-1.70726888953596,10.7018462070094,3.46637172859349e-21,5.07729544015029e-17,37.4843793370685,"chr11",85955426,"+","EED;EED","TSS1500;TSS1500","Island",11,85.955426
"cg04799823",0.450594369143744,-2.70266191162037,10.6970102308043,3.58075144554674e-21,5.18932988229515e-17,37.4526400315903,"chr15",65810148,"-","DPP8;DPP8;DPP8;DPP8","TSS200;TSS200;TSS1500;TSS200","Island",15,65.810148
"cg03044510",0.97628121671806,-0.616663158058277,10.6959553925811,3.60619585702014e-21,5.21241521049155e-17,37.4457173933024,"chr21",27107978,"+","ATP5J;ATP5J;ATP5J;ATP5J;GABPA;ATP5J","TSS200;TSS200;TSS200;TSS200;5'UTR;TSS200","Island",21,27.107978
"cg05236891",0.631285291925767,-2.42503843940567,10.6932624243815,3.67197499864429e-21,5.29352565531504e-17,37.4280448319669,"chr2",162165266,"+","PSMD14","5'UTR","S_Shore",2,162.165266
"cg27319677",0.610376188259593,-1.32887291482228,10.6905128372436,3.74037123319782e-21,5.34988981583884e-17,37.410001767248,"chr7",94139166,"-","CASD1","TSS200","Island",7,94.139166
"cg27485596",0.472420052195704,-1.12078514059356,10.6856305105038,3.86496383290797e-21,5.51369975547359e-17,37.3779660901436,"chr13",111829530,"-","ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7","Body;5'UTR;Body;Body","OpenSea",13,111.82953
"cg02320481",0.873789100544598,-0.507507850366604,10.6827850535134,3.93947658133959e-21,5.60540113219628e-17,37.3592970138729,"chr13",110438578,"-","IRS2;IRS2","5'UTR;1stExon","Island",13,110.438578
"cg11714320",0.415055588786139,-0.427213519301542,10.6801233781913,4.0104723081425e-21,5.69163603818684e-17,37.3418347721143,"chr12",111845176,"-","SH2B3","5'UTR","S_Shore",12,111.845176
"cg01423201",0.42471559342372,-2.36469487671041,10.6786527395045,4.05024465437299e-21,5.7184514096033e-17,37.33218690175,"chr7",35734972,"+","HERPUD2","TSS1500","Island",7,35.734972
"cg22768358",0.441129263196225,2.13558663028344,10.6781639849078,4.06354951682977e-21,5.7224875731741e-17,37.3289805800031,"chr11",113947148,"+","ZBTB16;ZBTB16","Body;Body","OpenSea",11,113.947148
"cg08548396",0.753920477430172,-1.70603443345209,10.6670031578756,4.37951157416261e-21,6.08917365765144e-17,37.2557727309184,"chr6",30095549,"+","","","Island",6,30.095549
"cg24867720",0.799063616891844,-2.27689077228324,10.6623071843947,4.51966598576279e-21,6.25230359409483e-17,37.2249754854615,"chr13",49549885,"-","FNDC3A","TSS200","Island",13,49.549885
"cg18193109",0.549204705172755,-2.71702210887638,10.6507493833527,4.88395286249241e-21,6.70259845014338e-17,37.1491903196402,"chr2",179345747,"+","MIR548N;PLEKHA3","Body;Body","S_Shore",2,179.345747
"cg23883696",0.400864329349188,-1.45104315079581,10.6491270569495,4.9373764086645e-21,6.74498158471474e-17,37.1385541708211,"chr18",70534298,"-","NETO1;NETO1;NETO1","TSS1500;TSS1500;Body","Island",18,70.534298
"cg18309761",0.722555767893577,-1.93783528888842,10.6437583890479,5.11835563949631e-21,6.95751763682613e-17,37.1033593070664,"chr8",121824678,"+","SNTB1","TSS1500","Island",8,121.824678
"cg09427354",0.483175663180081,-1.9177581862518,10.6409373034804,5.21608995648752e-21,7.07282008435111e-17,37.0848670554465,"chr15",32323044,"+","CHRNA7","Body","Island",15,32.323044
"cg19739082",0.586459515230971,-2.05464079477557,10.6396781659329,5.26031007375057e-21,7.09764403401036e-17,37.0766137647174,"chr10",52833902,"+","PRKG1;PRKG1","Body;TSS1500","Island",10,52.833902
"cg13021725",0.692159610600374,-2.49714611655631,10.6390721253991,5.28172684357332e-21,7.10903137604785e-17,37.072641422187,"chr20",35402523,"+","DSN1;DSN1;DSN1;DSN1;DSN1","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500","S_Shore",20,35.402523
"cg02523617",0.834783482010943,-1.56913700005628,10.6322506514412,5.52886805990954e-21,7.38722407722679e-17,37.0279331845883,"chr4",39699380,"-","UBE2K;UBE2K;UBE2K","TSS1500;TSS1500;TSS1500","Island",4,39.69938
"cg06564900",0.518066493383542,-1.55746569477941,10.6227007029778,5.89434156092173e-21,7.76195054096761e-17,36.9653537745236,"chr2",164592568,"-","FIGN","TSS200","N_Shore",2,164.592568
"cg09524907",0.564643842841774,-1.33698920137574,10.6114921471525,6.35411346644592e-21,8.30749036325856e-17,36.8919227433412,"chr8",56014406,"+","XKR4","TSS1500","Island",8,56.014406
"cg11284316",0.595870526004853,-1.1038906830657,10.6081327603509,6.49875306861752e-21,8.45623109416751e-17,36.8699178534577,"chr2",210636398,"-","UNC80;UNC80","TSS1500;TSS1500","Island",2,210.636398
"cg26501369",0.42516797706745,-2.21748710047579,10.6045534097282,6.65647567221492e-21,8.64093625764342e-17,36.8464739663545,"chr6",133561814,"-","EYA4;EYA4;EYA4","TSS1500;TSS1500;TSS1500","N_Shore",6,133.561814
"cg03802231",0.593603975116395,-1.47194258970206,10.6027057239987,6.73938033181366e-21,8.72787468613339e-17,36.8343728063677,"chr8",42911648,"+","FNTA;FNTA;FNTA;FNTA","5'UTR;1stExon;1stExon;1stExon","Island",8,42.911648
"cg25851789",0.581820775843396,-1.96826057138579,10.5965884010347,7.02127520260892e-21,9.07149869612146e-17,36.7943118444778,"chr1",217309794,"-","ESRRG","5'UTR","N_Shore",1,217.309794
"cg19223274",0.703371395189218,-1.58139062820699,10.59552794921,7.07132391055331e-21,9.11466485507963e-17,36.787367747631,"chr6",143381998,"+","AIG1","TSS200","S_Shore",6,143.381998
"cg03095800",0.74011412562717,-0.750008717141728,10.5941795719013,7.13547524611269e-21,9.13347525721482e-17,36.778538484641,"chr16",67208728,"-","NOL3","Body","S_Shore",16,67.208728
"cg18159840",0.459190966530329,-0.219102846019479,10.5941767389149,7.13561063902721e-21,9.13347525721482e-17,36.7785199343433,"chr3",121902573,"-","CASR;CASR","5'UTR;1stExon","N_Shore",3,121.902573
"cg00507234",0.429959565234329,-2.19552676855857,10.5860886770263,7.53278015432991e-21,9.55213494368875e-17,36.7255644282738,"chr20",5986979,"+","CRLS1;CRLS1","1stExon;TSS1500","Island",20,5.986979
"cg10255858",0.490239441861097,-1.60019341980567,10.5841848593534,7.62942716881805e-21,9.58593203754537e-17,36.7131008466649,"chr13",22246198,"-","FGF9","1stExon","N_Shore",13,22.246198
"cg13363454",0.418146527266422,-2.16054910981377,10.5847571121514,7.60024765317384e-21,9.58593203754537e-17,36.7168471149262,"chr12",71833613,"-","LGR5","TSS200","Island",12,71.833613
"cg13556659",0.566828872902828,-1.89520920720048,10.5805058932427,7.81970458044641e-21,9.8025217039309e-17,36.6890175589108,"chr11",94276960,"+","FUT4","TSS200","Island",11,94.27696
